obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,CO2_hrs,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
668,NA,1664303103,10073,9/27/22 13:25,13:25:03,5,a_y_350_101_b,ozzie,1664303096,0.004138449,4.138448507,38.06968869,1420.903286,1125.53876,102.3923229,129.2621748,0.244617114,2.764664957,0.233197551,0.146730039,321.5068881,27.84631546,27.84631546,3.760973231,61.51866993,2.199426653,3.57521815,1.561546578,-182.5055792,-128.938191,-10.10673118,-0.043613213,57.62990254,4.079883892,38.06968869,1542.340783,1479.843455,3.3646402,64.9795334,4.138448507,19.54167729,24.26292303,0.013191891,128.3578354,1,0,1,0,48214,1999.982222,1681.181816,0.84059838,0.160754873,6,0.5,0: Broadleaf,2,TRUE,1664303096,1420.903333,1496.998519,24.17700741,19.4005963,1408.658148,23.66002963,500.1132963,90.87182222,0.100009656,26.98124074,26.89244815,999.9,0,0,10001.30926,0,11.08575185,-76.09613704,1456.107407,1526.619259,4.776433704,1496.998519,19.4005963,2.19701,1.762966296,18.9404963,15.46191481,1999.982222,0.980002148,0.019997581,0,844.2454444,5.00063,16566.54074,17256.76296,37.5022963,37.437,36.937,36.87033333,38.54592593,1955.082593,39.89148148,0,1664303091,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-76.2176878,3.436960976,0.467248727,0,4.822846341,-1.019342927,0.101876807,0,0,2,0/2,2.97451,2.75398,0.210697,0.218011,0.104662,0.0914217,30830.9,33335.6,35385.7,38649.1,44892.1,50708,55283.2,61976.8,2.00172,1.87602,0.136349,0,24.683,999.9,49.86,27.755,20.5269,60.7461,49.6434,1,-0.152861,-0.28366,20.1469,5.19917,12.004,4.97555,3.29308,9999,9999,714.8,9999,1.86279,1.86768,1.86751,1.86861,1.8695,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.37,0.5218,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7342.2,7342.2,2.90039,2.59277,1.54785,2.30225,1.34644,2.29126,31.2591,15.0602,18,499.062,417.84,25.0006,25.3373,30.0001,25.2948,25.2443,58.0335,4.3027,56.9969,25,1544.02,19.8614,102.574,103.171,7
669,NA,1664303108,10078,9/27/22 13:25,13:25:08,5,a_y_350_101_b,ozzie,1664303100,0.004072731,4.072731212,37.87972445,1436.547453,1137.907483,103.5153665,130.6826243,0.240562019,2.765506309,0.229511934,0.144395461,321.5058059,27.86930197,27.86930197,3.766021782,61.64785051,2.204719659,3.576312297,1.561302123,-179.6074465,-131.6279099,-10.31587709,-0.0454275,57.54618717,3.99860411,37.87972445,1559.876449,1497.119152,3.467571768,64.9795334,4.072731212,19.71018151,24.33811818,0.014895113,128.3578354,1,0,1,0,48088,1999.975714,1681.176326,0.84059837,0.160754855,6,0.5,0: Broadleaf,2,TRUE,1664303100,1436.5475,1512.477143,24.23569643,19.55482143,1424.2225,23.71566071,500.1238214,90.86993214,0.099999968,26.98645,26.91409286,999.9,0,0,10006.4875,0,11.04711071,-75.92966786,1472.229286,1542.646071,4.680885,1512.477143,19.55482143,2.202296429,1.776944643,18.97898571,15.58500714,1999.975714,0.980002143,0.019997586,0,843.7544286,5.00063,16556.36786,17256.70714,37.50221429,37.437,36.937,36.875,38.55535714,1955.076071,39.89071429,0,1664303096,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-76.1407725,2.324254784,0.44646882,0,4.738354,-1.207573734,0.116760086,0,0,2,0/2,2.97443,2.75385,0.212143,0.219412,0.104879,0.0920257,30774.2,33276,35385.5,38649.1,44880.9,50674.2,55283,61976.8,2.00145,1.8766,0.137903,0,24.6908,999.9,50.031,27.744,20.5855,60.5761,49.6194,1,-0.152764,-0.280749,20.1469,5.19992,12.004,4.97545,3.29315,9999,9999,714.8,9999,1.86279,1.86768,1.86749,1.8686,1.8695,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.46,0.5258,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7342.3,7342.3,2.92603,2.58423,1.54785,2.30103,1.34644,2.31567,31.2591,15.0689,18,498.882,418.166,25.0005,25.3384,30.0002,25.2948,25.2443,58.5862,4.3027,57.3994,25,1557.69,19.9629,102.574,103.171,7
670,NA,1664303113,10083,9/27/22 13:25,13:25:13,5,a_y_350_101_b,ozzie,1664303106,0.003998507,3.998506541,38.10344787,1453.98773,1148.646222,104.4894751,132.2656287,0.236114727,2.7660362,0.22546165,0.14183061,321.5076141,27.8951091,27.8951091,3.771696877,61.81616668,2.211465743,3.577487673,1.560231133,-176.3341385,-134.6672987,-10.55371225,-0.047535321,57.72959487,3.904530151,38.10344787,1577.061764,1514.207697,3.428519473,64.9795334,3.998506541,19.89134081,24.41969697,0.016210582,128.3578354,1,0,1,0,48072,1999.987037,1681.185838,0.840598367,0.160754849,6,0.5,0: Broadleaf,2,TRUE,1664303106,1453.987778,1530.056667,24.3105037,19.74012593,1441.574444,23.78656667,500.1261481,90.86751481,0.099985081,26.99204444,26.93885185,999.9,0,0,10009.88481,0,11.0087963,-76.06898519,1490.217037,1560.87037,4.570381852,1530.056667,19.74012593,2.209035926,1.793735926,19.02794074,15.73193333,1999.987037,0.980002296,0.019997463,0,843.2092593,5.00063,16545.12222,17256.8,37.50459259,37.437,36.937,36.875,38.55740741,1955.087778,39.89074074,0,1664303101,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-76.02554146,-0.307923345,0.335068808,0,4.654746098,-1.273683136,0.125765722,0,0,2,0/2,2.97454,2.75391,0.213585,0.22084,0.105115,0.0925184,30717.8,33215.2,35385.2,38649,44868.7,50646.6,55282.8,61976.6,2.00143,1.87645,0.139132,0,24.6981,999.9,50.201,27.744,20.6562,60.4061,49.4792,1,-0.15266,-0.277413,20.147,5.19992,12.004,4.9756,3.2933,9999,9999,714.8,9999,1.86279,1.86769,1.86749,1.86861,1.86951,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.53,0.5301,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7342.4,7342.4,2.94922,2.57568,1.54785,2.30103,1.34644,2.37183,31.2591,15.0689,18,498.886,418.096,25.0006,25.3405,30.0002,25.2969,25.2463,59.0508,4.3027,58.1948,25,1571.17,20.0349,102.573,103.171,7
671,NA,1664303118,10088,9/27/22 13:25,13:25:18,5,a_y_350_101_b,ozzie,1664303110,0.003913201,3.913201259,38.14233524,1469.697095,1157.786504,105.3190335,133.6922455,0.230817685,2.765349485,0.220623735,0.1387682,321.506848,27.92420696,27.92420696,3.778104563,61.97376215,2.217818896,3.578641701,1.560285668,-172.5721755,-138.1532664,-10.83146349,-0.050057455,57.8790035,3.833958296,38.14233524,1594.768196,1531.631394,3.476830228,64.9795334,3.913201259,20.03451669,24.48509333,0.013816692,128.3578354,1,0,1,0,48056,1999.9825,1681.182005,0.840598358,0.160754831,6,0.5,0: Broadleaf,2,TRUE,1664303110,1469.697143,1545.894286,24.38078571,19.89334643,1457.204643,23.85318214,500.1271071,90.86586071,0.099989275,26.99753571,26.96244286,999.9,0,0,10006.00929,0,10.977025,-76.19709286,1506.426786,1577.273214,4.487437857,1545.894286,19.89334643,2.215382143,1.807627143,19.073925,15.85254643,1999.9825,0.980002286,0.019997471,0,842.6240714,5.00063,16534.84286,17256.76071,37.50885714,37.437,36.937,36.875,38.55757143,1955.083214,39.89,0,1664303105,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-76.07987561,-2.579600697,0.296470816,0,4.556823659,-1.11347122,0.110298038,0,0,2,0/2,2.97474,2.75375,0.215038,0.22216,0.105304,0.0929621,30660.9,33158.7,35385,38648.7,44858.6,50621.1,55282.3,61975.8,2.00143,1.87695,0.140257,0,24.7045,999.9,50.348,27.744,20.7133,60.3261,49.0264,1,-0.152289,-0.274115,20.147,5.19962,12.004,4.9756,3.29315,9999,9999,714.8,9999,1.86279,1.8677,1.86751,1.86862,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.62,0.5334,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7342.5,7342.4,2.97607,2.5769,1.54785,2.30103,1.34644,2.41211,31.2591,15.0689,18,498.886,418.381,25.0006,25.3415,30.0003,25.2969,25.2464,59.5981,4.3027,59.1867,25,1591.42,20.2595,102.572,103.169,7
672,NA,1664303123,10093,9/27/22 13:25,13:25:23,5,a_y_350_101_b,ozzie,1664303116,0.003843632,3.843632118,38.13274634,1487.26773,1170.311521,106.4576867,135.2896894,0.226767381,2.764804365,0.216917996,0.136423025,321.5102312,27.94799571,27.94799571,3.783350177,62.15071031,2.224740291,3.579589484,1.558609886,-169.5041764,-140.9998382,-11.05838256,-0.052165882,57.88570696,3.762625635,38.13274634,1611.060413,1548.404061,3.375996751,64.9795334,3.843632118,20.16881605,24.54721394,0.012805491,128.3578354,1,0,1,0,48069,2000.003704,1681.199816,0.840598351,0.160754818,6,0.5,0: Broadleaf,2,TRUE,1664303116,1487.267778,1563.427778,24.45703333,20.05335556,1474.687037,23.92543333,500.1187407,90.86528889,0.0999668,27.00204444,26.98760741,999.9,0,0,10002.85185,0,10.9777037,-76.16005185,1524.555556,1595.422593,4.403672963,1563.427778,20.05335556,2.222295926,1.822154815,19.12390741,15.97789259,2000.003704,0.980002593,0.019997226,0,841.9391111,5.00063,16523.58519,17256.94815,37.51377778,37.437,36.937,36.875,38.562,1955.105185,39.89,0,1664303111,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-76.09730976,0.726342857,0.325657286,0,4.469787317,-0.971193449,0.096268557,0,0,2,0/2,2.97465,2.75392,0.216442,0.223663,0.105486,0.0934262,30606,33095,35384.8,38648.9,44849.3,50595.4,55282.2,61976,2.0014,1.8775,0.14047,0,24.7106,999.9,50.494,27.755,20.7893,60.3361,49.0946,1,-0.152332,-0.271541,20.1471,5.19977,12.004,4.97555,3.29323,9999,9999,714.8,9999,1.86279,1.86768,1.86747,1.86861,1.8695,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.71,0.5366,3.841856718,0.00683271,-6.37E-07,1.50E-11,-0.021191919,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,7342.6,7342.5,3.00049,2.57935,1.54785,2.30103,1.34644,2.43042,31.2591,15.0689,18,498.888,418.695,25.0005,25.3427,30,25.299,25.2468,60.0634,4.01994,59.9393,25,1604.95,20.3705,102.572,103.17,7
673,NA,1664305237,12206.4,9/27/22 14:00,14:00:36,5,a_n_280_133,ozzie,1664305229,0.00365801,3.65800956,16.88298265,397.4142048,260.9226425,23.72609997,36.13748912,0.220031933,2.762713951,0.210739366,0.1325143,321.5091408,25.82343532,25.82343532,3.339164915,57.37854078,1.805426833,3.146519254,1.533738082,-161.3182216,-148.8170483,-11.43123515,-0.057364316,17.1520392,3.64896483,16.88298265,426.4142879,405.6859576,0.032224096,64.9827279,3.65800956,15.67237406,19.90344242,0.007456847,128.2580031,1,0,1,0,48250,1999.989677,1681.188629,0.840598653,0.1607554,6,0.5,0: Broadleaf,2,TRUE,1664305229,397.4142258,419.7313548,19.85479032,15.56402903,391.0131613,19.46418387,500.1231935,90.83157742,0.099971297,24.82428387,24.99464839,999.9,0,0,9994.215806,0,11.32186452,-22.3172129,405.4646129,426.3674194,4.290768387,419.7313548,15.56402903,1.803442258,1.413705161,15.81663871,12.06519032,1999.989677,0.979996484,0.0200035,0,789.2739355,5.00063,15500.72903,17256.79677,37.375,37.375,36.875,36.637,38.25,1955.079677,39.91,0,1664305224,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-22.37935122,1.342806272,0.134403523,0,4.325058049,-0.777514286,0.078163619,0,0,2,0/2,2.9742,2.75382,0.0872714,0.0922296,0.090934,0.0778349,35628.4,38667.7,35369.2,38627.1,45574,51439.3,55262.5,61945.8,1.99832,1.86178,0.106264,0,23.2678,999.9,60.438,27.462,24.4673,60.4163,49.3149,1,-0.129256,1.19763,20.1429,5.19932,12.0046,4.9757,3.29325,9999,9999,715.4,9999,1.86279,1.86768,1.86747,1.86861,1.86951,1.86554,1.86661,1.868,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.403,0.3928,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,13.7,13.6,1.02661,2.60864,1.54785,2.30591,1.34644,2.39502,31.2591,14.6574,18,498.74,411.264,21.2451,25.6112,29.9999,25.4994,25.4348,20.4719,42.3415,92.3116,21.2507,412.986,15.8087,102.532,103.117,7
674,NA,1664305242,12211.4,9/27/22 14:00,14:00:41,5,a_n_280_133,ozzie,1664305234,0.003582738,3.582737689,16.85565136,397.5421516,258.4548902,23.50126698,36.14845218,0.21507165,2.764782362,0.20619059,0.129636488,321.5106782,25.84399076,25.84399076,3.343233995,57.45854332,1.808003558,3.146622683,1.535230437,-157.9987321,-151.9102853,-11.66134809,-0.05968728,16.93379135,3.598175842,16.85565136,426.4019982,405.7944242,0.013502922,64.9827279,3.582737689,15.70191208,19.91002061,0.000480479,128.2580031,1,0,1,0,48442,1999.99931,1681.19672,0.84059865,0.160755395,6,0.5,0: Broadleaf,2,TRUE,1664305234,397.5421724,419.5736897,19.88349655,15.65260345,391.1403448,19.49161034,500.1258276,90.82991379,0.099946197,24.82483448,25.00002414,999.9,0,0,10006.61759,0,11.33686552,-22.03150345,405.6070345,426.2455172,4.230906897,419.5736897,15.65260345,1.806017931,1.421724138,15.83895517,12.15124138,1999.99931,0.979996414,0.020003572,0,788.8035862,5.00063,15490.92759,17256.87241,37.37065517,37.375,36.875,36.62927586,38.24565517,1955.08931,39.91,0,1664305229,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-22.240215,2.054134334,0.239778854,0,4.27581425,-0.71149227,0.071275779,0,0,2,0/2,2.97432,2.75394,0.087269,0.0917549,0.0909537,0.0780284,35628.6,38688.4,35369.3,38627.6,45573.2,51428.7,55262.8,61946.1,1.99805,1.8618,0.10775,0,23.2593,999.9,60.463,27.462,24.4783,59.9163,49.2188,1,-0.129235,2.54706,20.1179,5.20097,12.007,4.97565,3.29313,9999,9999,715.4,9999,1.86277,1.86768,1.86744,1.8686,1.86948,1.86554,1.8666,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.403,0.3931,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,13.8,13.7,0.998535,2.59888,1.54785,2.30469,1.34644,2.36206,31.2591,14.6049,18,498.56,411.285,21.2384,25.6084,30.0003,25.4994,25.4359,19.9603,42.0377,92.3116,20.563,399.514,15.8734,102.532,103.117,7
675,NA,1664305247,12216.4,9/27/22 14:00,14:00:46,5,a_n_280_133,ozzie,1664305239,0.003512783,3.512782899,16.60997459,397.1708723,257.1862441,23.3855745,36.11417499,0.210311002,2.764359378,0.201809159,0.126865943,321.5073683,25.86483931,25.86483931,3.347365518,57.50105649,1.809502675,3.146903353,1.537862844,-154.9137258,-154.7714804,-11.88414109,-0.061979113,14.81166007,3.556918024,16.60997459,418.1938825,402.2689394,-0.90691597,64.9827279,3.512782899,15.75751376,19.88974424,-0.000185685,128.2580031,1,0,1,0,48489,1999.978571,1681.1793,0.840598656,0.160755407,6,0.5,0: Broadleaf,2,TRUE,1664305239,397.1708929,416.6353571,19.90026786,15.71793214,390.7713571,19.50762143,500.1226071,90.82860357,0.099955161,24.82632857,25.02128571,999.9,0,0,10004.2625,0,11.355125,-19.46444286,405.2351071,423.2883571,4.182346429,416.6353571,15.71793214,1.807515714,1.427637143,15.85192857,12.21436071,1999.978571,0.979996321,0.020003668,0,788.4338929,5.00063,15482.25357,17256.68929,37.3525,37.375,36.875,36.625,38.24325,1955.068571,39.91,0,1664305234,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-20.239695,28.09351745,3.449065249,0,4.2061135,-0.546517824,0.054301113,0,0,2,0/2,2.97441,2.75374,0.0865734,0.0894672,0.0908714,0.0783182,35655.1,38785.3,35368.6,38627,45576.5,51411.9,55261.7,61945.4,1.9977,1.86205,0.109948,0,23.2527,999.9,60.487,27.462,24.4913,60.3163,49.0385,1,-0.119591,3.61224,20.1063,5.20127,12.0083,4.9756,3.29315,9999,9999,715.4,9999,1.86279,1.86768,1.86744,1.86859,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.377,0.392,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,13.9,13.8,0.970459,2.60742,1.54785,2.30591,1.34644,2.37061,31.2591,14.6311,18,498.331,411.434,20.703,25.6054,30.0059,25.4994,25.4369,19.4188,41.5937,91.9267,20.5178,386.037,16.0496,102.53,103.116,7
676,NA,1664305252,12221.4,9/27/22 14:00,14:00:51,5,a_n_280_133,ozzie,1664305244,0.003301487,3.301487477,16.14035283,394.379943,249.0513957,22.64558425,35.85992441,0.195753843,2.764645583,0.188366718,0.118369676,321.5091332,25.91330364,25.91330364,3.356986857,57.50443426,1.808579071,3.145112362,1.548407787,-145.5955977,-163.4323105,-12.55032493,-0.069099988,10.47915917,3.491392556,16.14035283,403.3981429,393.0811758,-1.964228956,64.9827279,3.301487477,15.85463461,19.84205515,-0.011185163,128.2580031,1,0,1,0,48489,1999.98963,1681.188589,0.840598653,0.1607554,6,0.5,0: Broadleaf,2,TRUE,1664305244,394.379963,408.6038889,19.89037407,15.78501481,387.998037,19.49815185,500.1190741,90.82735926,0.099994037,24.81679259,25.04281481,999.9,0,0,10006.09074,0,11.36027407,-14.22385963,402.3835926,415.1564815,4.105354815,408.6038889,15.78501481,1.806591111,1.433711111,15.84391852,12.27883704,1999.98963,0.979996333,0.020003656,0,787.9110741,5.00063,15471.70741,17256.78148,37.33066667,37.375,36.875,36.625,38.22433333,1955.07963,39.91,0,1664305239,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-16.428341,61.96361021,6.352863599,0,4.136522,-0.870653809,0.08961455,0,0,2,0/2,2.97431,2.75414,0.0849501,0.0868911,0.0907263,0.0786829,35717.8,38894.4,35368,38626.4,45583.2,51390.6,55260.9,61944.4,1.99755,1.8623,0.109561,0,23.2451,999.9,60.487,27.462,24.4887,60.3863,49.1747,1,-0.123722,2.61248,20.1262,5.19932,12.0053,4.97555,3.29308,9999,9999,715.4,9999,1.86279,1.86768,1.86746,1.86859,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.317,0.3899,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,14,13.8,0.9375,2.59888,1.54785,2.30591,1.34644,2.38892,31.2591,14.6399,18,498.233,411.574,20.4333,25.6025,29.9996,25.4994,25.4369,18.7347,40.979,91.9267,20.461,365.855,16.2852,102.529,103.114,7
677,NA,1664305257,12226.4,9/27/22 14:00,14:00:56,5,a_n_280_133,ozzie,1664305249,0.003266574,3.266574381,15.46850539,388.2284808,247.2457584,22.48136994,35.30053722,0.193551347,2.765067327,0.186327275,0.117081136,321.5070833,25.90616604,25.90616604,3.355568355,57.50284296,1.806739811,3.142000844,1.548828544,-144.0559302,-164.8645699,-12.6568718,-0.070288647,5.436499843,3.384558468,15.46850539,387.2281386,380.6348606,-2.574233096,64.9827279,3.266574381,16.01232294,19.85568061,-0.000241332,128.2580031,1,0,1,0,48369,1999.976786,1681.1778,0.840598657,0.160755408,6,0.5,0: Broadleaf,2,TRUE,1664305249,388.2285,396.3270357,19.870175,15.89041071,381.8854643,19.47885714,500.1261071,90.82719643,0.10002545,24.80021429,25.04624643,999.9,0,0,10008.60107,0,11.36306071,-8.098538071,396.0992143,402.7249643,3.979756071,396.3270357,15.89041071,1.804752857,1.4432825,15.82800357,12.3798,1999.976786,0.979996321,0.020003668,0,787.1790357,5.00063,15456.89286,17256.67857,37.3165,37.3705,36.875,36.625,38.2095,1955.066786,39.91,0,1664305244,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-11.39989115,78.82009076,7.661174254,0,4.034277,-1.555725929,0.153907437,0,0,2,0/2,2.97437,2.75393,0.0827702,0.0840404,0.0907938,0.0794843,35803.2,39016,35368.3,38626.6,45579.7,51345.8,55260.8,61944.7,1.9976,1.86245,0.107825,0,23.2373,999.9,60.512,27.452,24.485,60.0363,49.6434,1,-0.126181,2.16825,20.1331,5.19992,12.0047,4.97545,3.29325,9999,9999,715.4,9999,1.86279,1.86768,1.86746,1.8686,1.8695,1.86554,1.86661,1.86799,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.239,0.3908,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,14,13.9,0.904541,2.6062,1.54785,2.30591,1.34644,2.39014,31.2591,14.6486,18,498.266,411.662,20.3647,25.5993,29.9985,25.4994,25.4375,18.1162,40.3387,91.9267,20.4213,345.769,16.4142,102.529,103.115,7
678,NA,1664305262,12231.4,9/27/22 14:01,14:01:01,5,a_n_280_133,ozzie,1664305254,0.003238281,3.238280574,14.93186709,377.3934629,240.401983,21.85913607,34.31542019,0.192216011,2.766038395,0.185091703,0.116300405,321.5103745,25.88802441,25.88802441,3.351965312,57.57560396,1.806263089,3.137202156,1.545702223,-142.8081733,-166.0340511,-12.73937835,-0.071228293,0.820852521,3.240161417,14.93186709,370.633319,366.3083273,-2.913413285,64.9827279,3.238280574,16.22909305,19.92174,0.012219039,128.2580031,1,0,1,0,48197,1999.997407,1681.195122,0.840598651,0.160755396,6,0.5,0: Broadleaf,2,TRUE,1664305254,377.3934815,379.8452593,19.86488519,16.0549,371.118963,19.47381481,500.1272963,90.82745926,0.099977378,24.77461852,25.02774074,999.9,0,0,10014.31222,0,11.3638,-2.451758741,385.0421481,386.0408519,3.809976667,379.8452593,16.0549,1.804277407,1.458227037,15.82388519,12.53637037,1999.997407,0.979996333,0.020003656,0,785.8814074,5.00063,15432.04444,17256.85556,37.312,37.37033333,36.875,36.625,38.19166667,1955.087407,39.91,0,1664305249,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,-6.631526171,67.63941577,6.834146266,0,3.917433659,-1.913807456,0.190113369,0,0,2,0/2,2.97441,2.75373,0.0802442,0.0810456,0.0910091,0.0800645,35902.3,39143.9,35368.8,38626.9,45569.5,51313.8,55261.9,61945.3,1.99762,1.8632,0.107534,0,23.2284,999.9,60.536,27.462,24.5098,59.8663,48.9343,1,-0.127907,1.88371,20.1368,5.19962,12.0061,4.9755,3.29325,9999,9999,715.4,9999,1.86279,1.8677,1.86746,1.8686,1.86951,1.86554,1.86661,1.86798,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.149,0.3939,3.825782615,0.00683271,-6.37E-07,1.50E-11,0.066607876,-0.022196915,0.002441398,-2.29E-05,-3,1978,1,22,14.1,14,0.871582,2.60254,1.54785,2.30591,1.34644,2.4292,31.2591,14.6574,18,498.282,412.094,20.3509,25.5971,29.9985,25.4994,25.4391,17.4246,40.025,91.5439,20.4183,332.334,16.4991,102.531,103.116,7
